FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost
F0824,BLR-HYD,Bengaluru,Hyderabad,2026-02-23,237,Boeing 737,220,122,541802,382506
F0825,BOM-DEL,Mumbai,Delhi,2026-10-16,192,Boeing 787,290,139,1862183,1935221
F0826,HYD-MAA,Hyderabad,Chennai,2026-04-03,240,ATR 72,72,36,421344,412051
F0827,DEL-BLR,Delhi,Bengaluru,2026-11-28,127,Boeing 737,290,203,1169280,1167390
F0828,HYD-MAA,Hyderabad,Chennai,2026-02-01,192,Airbus A320,180,99,694683,559532
F0829,DEL-BLR,Delhi,Bengaluru,2026-07-02,215,Boeing 787,180,92,1242736,1219914
F0830,HYD-MAA,Hyderabad,Chennai,2026-10-13,280,Airbus A320,180,158,2791070,2785123
F0831,MAA-BOM,Chennai,Mumbai,2026-01-10,249,Airbus A320,189,140,1679160,1548594
F0832,DEL-DXB,Delhi,Dubai,2026-08-11,241,Boeing 787,220,146,1350792,1348725
F0833,BLR-HYD,Bengaluru,Hyderabad,2026-04-24,63,Airbus A320,290,141,2448324,2124825
F0834,DEL-BLR,Delhi,Bengaluru,2026-09-13,293,ATR 72,72,65,677235,469123
F0835,DEL-BLR,Delhi,Bengaluru,2026-11-02,162,Boeing 787,189,152,1655280,1515480
F0836,BLR-HYD,Bengaluru,Hyderabad,2026-06-02,125,Boeing 787,189,92,1510364,1121098
F0837,DEL-DXB,Delhi,Dubai,2026-02-03,188,Boeing 787,180,132,1169916,1045205
F0838,DEL-DXB,Delhi,Dubai,2026-01-06,271,Airbus A320,180,139,816625,526916
F0839,DEL-DXB,Delhi,Dubai,2026-09-24,67,Airbus A320,189,169,1196858,794002
F0840,BOM-DEL,Mumbai,Delhi,2026-08-30,230,ATR 72,72,56,818160,591002
F0841,BOM-DEL,Mumbai,Delhi,2026-02-23,300,Airbus A320,180,117,776178,673424
F0842,BOM-DEL,Mumbai,Delhi,2026-08-08,167,ATR 72,72,58,525480,445547
F0843,DEL-BLR,Delhi,Bengaluru,2026-01-04,133,Boeing 787,220,165,2839650,1991009
F0844,BLR-HYD,Bengaluru,Hyderabad,2026-04-06,300,Airbus A320,189,100,1554000,1228487
F0845,CCU-DEL,Kolkata,Delhi,2026-05-14,271,ATR 72,72,69,313191,332806
F0846,BOM-DEL,Mumbai,Delhi,2026-06-11,160,Airbus A321,180,81,514188,443466
F0847,MAA-BOM,Chennai,Mumbai,2026-09-27,109,Airbus A320,290,282,2870196,2760874
F0848,HYD-MAA,Hyderabad,Chennai,2026-08-13,64,ATR 72,72,51,625617,543351
F0849,HYD-MAA,Hyderabad,Chennai,2026-07-23,235,Airbus A321,180,86,737364,715832
F0850,HYD-MAA,Hyderabad,Chennai,2026-06-28,285,Boeing 787,220,147,2132382,1444936
F0851,BOM-SIN,Mumbai,Singapore,2026-08-19,292,Airbus A321,189,182,2386202,1774538
F0852,CCU-DEL,Kolkata,Delhi,2026-09-13,207,Boeing 737,180,145,1152170,1250924
F0853,BOM-SIN,Mumbai,Singapore,2026-07-07,277,Airbus A321,290,233,1150321,800043
F0854,BOM-SIN,Mumbai,Singapore,2026-03-14,170,ATR 72,72,35,505995,382170
F0855,DEL-DXB,Delhi,Dubai,2026-10-03,61,Airbus A321,189,89,467606,381673
F0856,BLR-HYD,Bengaluru,Hyderabad,2026-03-08,80,Airbus A321,180,121,1359798,866787
F0857,HYD-MAA,Hyderabad,Chennai,2026-05-01,152,Boeing 737,220,125,1942375,1360064
F0858,DEL-DXB,Delhi,Dubai,2026-12-16,97,Boeing 737,180,121,1350360,1383518
F0859,MAA-BOM,Chennai,Mumbai,2026-03-08,172,Airbus A321,290,131,2217568,1956476
F0860,CCU-DEL,Kolkata,Delhi,2026-09-11,68,Boeing 737,180,81,1094634,665233
F0861,MAA-BOM,Chennai,Mumbai,2026-05-14,249,Airbus A320,189,133,1975316,1942913
F0862,HYD-MAA,Hyderabad,Chennai,2026-01-23,222,ATR 72,72,41,311149,296831
F0863,MAA-BOM,Chennai,Mumbai,2026-07-31,70,ATR 72,72,63,558432,523605
F0864,BOM-SIN,Mumbai,Singapore,2026-05-10,181,Airbus A321,220,157,1904253,2073985
F0865,BOM-SIN,Mumbai,Singapore,2026-01-23,86,Airbus A321,290,274,1799906,1608175
F0866,HYD-MAA,Hyderabad,Chennai,2026-05-16,181,ATR 72,72,57,648888,474915
F0867,DEL-DXB,Delhi,Dubai,2026-06-15,101,Boeing 737,189,120,1566360,1148013
F0868,DEL-DXB,Delhi,Dubai,2026-07-04,280,Boeing 737,290,136,1167288,1018367
F0869,CCU-DEL,Kolkata,Delhi,2026-07-15,108,Airbus A320,220,215,3598670,3538701
F0870,CCU-DEL,Kolkata,Delhi,2026-06-25,264,Airbus A321,220,175,1363775,1163499
F0871,DEL-DXB,Delhi,Dubai,2026-02-13,188,Airbus A320,189,180,1924020,1268615
F0872,MAA-BOM,Chennai,Mumbai,2026-08-22,208,Boeing 737,189,133,1601852,1663248
F0873,HYD-MAA,Hyderabad,Chennai,2026-03-13,268,Boeing 787,180,114,1367772,935798
F0874,DEL-DXB,Delhi,Dubai,2026-06-27,79,Airbus A321,189,169,2032563,1720065
F0875,MAA-BOM,Chennai,Mumbai,2026-10-12,82,Airbus A320,180,98,495390,526712
F0876,BLR-HYD,Bengaluru,Hyderabad,2026-02-27,140,Airbus A321,189,150,1943700,1617047
F0877,DEL-DXB,Delhi,Dubai,2026-05-21,200,Airbus A321,290,198,2705274,2716289
F0878,HYD-MAA,Hyderabad,Chennai,2026-04-26,177,Airbus A320,290,276,3612840,3449775
F0879,BLR-HYD,Bengaluru,Hyderabad,2026-02-21,122,Boeing 737,290,219,1895883,1869043
F0880,DEL-DXB,Delhi,Dubai,2026-04-23,274,Boeing 737,220,156,2253264,2400639
F0881,DEL-DXB,Delhi,Dubai,2026-03-05,185,Boeing 737,290,218,2144902,1826617
F0882,HYD-MAA,Hyderabad,Chennai,2026-04-24,69,Airbus A320,290,147,1778847,1244962
F0883,MAA-BOM,Chennai,Mumbai,2026-05-24,91,Boeing 787,290,273,3333603,3002524
F0884,BOM-SIN,Mumbai,Singapore,2026-11-08,78,Airbus A321,290,202,2355118,2228662
F0885,DEL-DXB,Delhi,Dubai,2026-01-03,77,Boeing 787,220,172,918480,799389
F0886,BOM-SIN,Mumbai,Singapore,2026-02-27,241,Airbus A321,220,107,582401,522803
F0887,DEL-BLR,Delhi,Bengaluru,2026-03-12,138,Boeing 737,180,150,2105700,1515107
F0888,MAA-BOM,Chennai,Mumbai,2026-02-10,210,Airbus A320,180,169,2583841,1732461
F0889,BOM-DEL,Mumbai,Delhi,2026-05-10,229,ATR 72,72,34,352716,277582
F0890,DEL-DXB,Delhi,Dubai,2026-05-06,240,ATR 72,72,33,143121,106386
F0891,DEL-DXB,Delhi,Dubai,2026-02-05,186,Airbus A320,290,262,2354594,1417196
F0892,BOM-DEL,Mumbai,Delhi,2026-10-08,297,Boeing 787,290,223,3704476,2654677
F0893,BOM-DEL,Mumbai,Delhi,2026-04-25,65,Boeing 787,220,193,1147192,818069
F0894,HYD-MAA,Hyderabad,Chennai,2026-05-20,243,Airbus A320,189,93,712566,777672
F0895,MAA-BOM,Chennai,Mumbai,2026-02-15,212,ATR 72,72,63,441378,363247
F0896,BOM-DEL,Mumbai,Delhi,2026-10-10,147,Airbus A320,290,193,1064781,1012041
F0897,CCU-DEL,Kolkata,Delhi,2026-02-24,123,Airbus A321,290,218,1105478,936812
F0898,HYD-MAA,Hyderabad,Chennai,2026-04-01,147,Boeing 737,189,97,984356,1006408
F0899,MAA-BOM,Chennai,Mumbai,2026-11-15,125,Airbus A321,290,132,1741740,1810740
F0900,BOM-DEL,Mumbai,Delhi,2026-04-02,208,Boeing 737,180,163,1388760,1075206
F0901,MAA-BOM,Chennai,Mumbai,2026-04-21,240,Boeing 737,290,165,1026630,1069804
F0902,HYD-MAA,Hyderabad,Chennai,2026-08-11,284,Airbus A321,180,119,775047,632150
F0903,MAA-BOM,Chennai,Mumbai,2026-03-06,98,Airbus A320,220,154,1061368,990168
F0904,CCU-DEL,Kolkata,Delhi,2026-08-20,113,Boeing 737,180,125,1442625,1121973
F0905,MAA-BOM,Chennai,Mumbai,2026-03-12,209,Boeing 787,220,165,922185,892294
F0906,DEL-DXB,Delhi,Dubai,2026-05-16,291,Boeing 737,220,130,2066480,1790784
F0907,CCU-DEL,Kolkata,Delhi,2026-11-16,264,Boeing 787,189,145,1937635,1559641
F0908,DEL-BLR,Delhi,Bengaluru,2026-05-24,73,Airbus A321,220,200,2397400,1473465
F0909,BLR-HYD,Bengaluru,Hyderabad,2026-05-25,142,Airbus A321,180,177,3149007,3315566
F0910,BOM-DEL,Mumbai,Delhi,2026-06-18,124,ATR 72,72,54,576180,475190
F0911,DEL-BLR,Delhi,Bengaluru,2026-05-03,150,ATR 72,72,63,996156,799606
F0912,BOM-SIN,Mumbai,Singapore,2026-09-20,212,Boeing 787,220,109,1779425,1339972
F0913,BLR-HYD,Bengaluru,Hyderabad,2026-12-15,248,Boeing 737,220,100,661200,671498
F0914,BOM-SIN,Mumbai,Singapore,2026-03-31,224,Boeing 787,220,205,1751315,1296011
F0915,BOM-SIN,Mumbai,Singapore,2026-05-04,112,ATR 72,72,44,592372,612714
F0916,HYD-MAA,Hyderabad,Chennai,2026-08-25,180,ATR 72,72,51,481389,344144
F0917,BLR-HYD,Bengaluru,Hyderabad,2026-04-10,225,ATR 72,72,66,905124,665522
F0918,CCU-DEL,Kolkata,Delhi,2026-09-15,179,Airbus A320,180,151,2462659,1918149
F0919,DEL-DXB,Delhi,Dubai,2026-10-11,144,Boeing 737,189,114,1845774,1656542
F0920,DEL-BLR,Delhi,Bengaluru,2026-03-10,288,Boeing 787,189,170,2498320,1581916
F0921,DEL-DXB,Delhi,Dubai,2026-12-15,273,Boeing 787,220,184,957904,989258
F0922,CCU-DEL,Kolkata,Delhi,2026-05-14,151,Airbus A321,220,203,2783536,2574939
F0923,MAA-BOM,Chennai,Mumbai,2026-06-19,209,Airbus A320,189,136,2341376,1487454
F0924,CCU-DEL,Kolkata,Delhi,2026-02-14,61,Airbus A321,189,105,1193955,870619
F0925,MAA-BOM,Chennai,Mumbai,2026-02-20,249,ATR 72,72,62,508152,412387
F0926,CCU-DEL,Kolkata,Delhi,2026-09-13,120,Boeing 787,189,111,1148295,771629
F0927,DEL-BLR,Delhi,Bengaluru,2026-04-07,190,Airbus A321,290,197,1372696,1215240
F0928,BOM-SIN,Mumbai,Singapore,2026-10-17,138,Boeing 737,189,154,753214,800989
F0929,HYD-MAA,Hyderabad,Chennai,2026-12-03,219,ATR 72,72,36,444888,455883
F0930,DEL-DXB,Delhi,Dubai,2026-06-25,190,ATR 72,72,58,790018,708408
F0931,MAA-BOM,Chennai,Mumbai,2026-06-08,248,Boeing 787,189,170,2032350,1524477
F0932,DEL-BLR,Delhi,Bengaluru,2026-09-22,155,Airbus A321,189,142,1186552,1186146
F0933,BLR-HYD,Bengaluru,Hyderabad,2026-06-29,65,Boeing 787,180,140,574000,455553
F0934,HYD-MAA,Hyderabad,Chennai,2026-02-11,119,Airbus A321,189,86,1137092,763202
F0935,DEL-BLR,Delhi,Bengaluru,2026-03-31,171,Airbus A320,290,223,2777019,2261195
F0936,DEL-BLR,Delhi,Bengaluru,2026-07-15,95,ATR 72,72,69,1226613,1070675
F0937,BOM-DEL,Mumbai,Delhi,2026-06-16,186,Boeing 787,220,142,1971528,1750753
F0938,CCU-DEL,Kolkata,Delhi,2026-05-25,181,Boeing 787,189,136,985592,1026481
F0939,MAA-BOM,Chennai,Mumbai,2026-04-24,78,Airbus A321,189,164,2824244,2583540
F0940,BLR-HYD,Bengaluru,Hyderabad,2026-09-01,127,Boeing 787,290,189,1409940,1335383
F0941,BOM-SIN,Mumbai,Singapore,2026-10-28,137,ATR 72,72,52,288132,266174
F0942,DEL-DXB,Delhi,Dubai,2026-08-27,134,Airbus A321,189,153,1296063,1072345
F0943,BOM-DEL,Mumbai,Delhi,2026-06-27,165,Boeing 787,220,136,2129760,1866299
F0944,BOM-SIN,Mumbai,Singapore,2026-12-12,74,Boeing 787,189,189,3006990,2387636
F0945,DEL-DXB,Delhi,Dubai,2026-10-30,250,Airbus A320,290,265,1684075,1704401
F0946,DEL-DXB,Delhi,Dubai,2026-08-04,261,ATR 72,72,71,433384,303674
F0947,BOM-SIN,Mumbai,Singapore,2026-10-05,226,Boeing 787,220,185,2506010,1967988
F0948,CCU-DEL,Kolkata,Delhi,2026-08-18,121,Airbus A320,180,171,2840481,2466463
F0949,CCU-DEL,Kolkata,Delhi,2026-09-13,79,Boeing 737,220,157,1724174,1513141
F0950,DEL-BLR,Delhi,Bengaluru,2026-02-02,247,Airbus A320,189,96,506592,357882
F0951,CCU-DEL,Kolkata,Delhi,2026-08-02,85,Boeing 737,220,112,1603056,1376286
F0952,HYD-MAA,Hyderabad,Chennai,2026-01-28,276,Airbus A320,220,106,1083850,1100678
F0953,DEL-DXB,Delhi,Dubai,2026-03-20,264,Boeing 787,220,143,2174458,2210467
F0954,HYD-MAA,Hyderabad,Chennai,2026-12-31,154,Boeing 787,290,156,2290860,1693307
F0955,BLR-HYD,Bengaluru,Hyderabad,2026-10-31,124,Airbus A321,180,116,500656,312130
F0956,DEL-BLR,Delhi,Bengaluru,2026-08-18,214,Boeing 787,189,183,3008520,1854501
F0957,DEL-DXB,Delhi,Dubai,2026-04-08,143,Airbus A320,290,199,2028009,1797978
F0958,CCU-DEL,Kolkata,Delhi,2026-04-11,218,Airbus A320,189,113,1325942,1322574
F0959,HYD-MAA,Hyderabad,Chennai,2026-12-29,247,Boeing 737,189,122,891210,879877
F0960,DEL-BLR,Delhi,Bengaluru,2026-12-31,282,Airbus A320,189,134,776932,754177
F0961,BOM-DEL,Mumbai,Delhi,2026-08-28,72,ATR 72,72,38,468198,439873
F0962,DEL-BLR,Delhi,Bengaluru,2026-03-16,108,ATR 72,72,34,200838,164171
F0963,BLR-HYD,Bengaluru,Hyderabad,2026-11-19,104,ATR 72,72,54,409158,348142
F0964,MAA-BOM,Chennai,Mumbai,2026-06-10,204,Airbus A321,189,105,1808415,1794194
F0965,DEL-BLR,Delhi,Bengaluru,2026-03-24,81,Boeing 737,220,213,3351555,2646045
F0966,CCU-DEL,Kolkata,Delhi,2026-10-28,118,ATR 72,72,48,672096,624122
F0967,MAA-BOM,Chennai,Mumbai,2026-01-09,177,Boeing 737,220,198,1244034,1325318
F0968,DEL-DXB,Delhi,Dubai,2026-10-12,191,Airbus A320,180,125,900625,683396
F0969,DEL-DXB,Delhi,Dubai,2026-05-04,220,ATR 72,72,49,598878,377949
F0970,DEL-BLR,Delhi,Bengaluru,2026-01-03,60,Boeing 787,220,165,1093620,1119810
F0971,DEL-DXB,Delhi,Dubai,2026-12-28,277,Boeing 787,220,199,1266834,1233502
F0972,DEL-BLR,Delhi,Bengaluru,2026-08-29,98,Boeing 787,290,189,2902851,1896480
F0973,DEL-BLR,Delhi,Bengaluru,2026-05-16,296,ATR 72,72,49,283563,295649
F0974,DEL-BLR,Delhi,Bengaluru,2026-02-20,89,Airbus A321,180,165,1542090,1056973
F0975,DEL-BLR,Delhi,Bengaluru,2026-01-13,213,ATR 72,72,65,559065,416301
F0976,BLR-HYD,Bengaluru,Hyderabad,2026-05-18,134,Boeing 787,189,117,1230957,1182249
F0977,DEL-DXB,Delhi,Dubai,2026-06-09,91,Boeing 787,189,90,557280,346092
F0978,MAA-BOM,Chennai,Mumbai,2026-06-08,228,Boeing 737,290,189,1944810,1836097
F0979,CCU-DEL,Kolkata,Delhi,2026-06-14,163,ATR 72,72,46,239798,257812
F0980,BLR-HYD,Bengaluru,Hyderabad,2026-12-07,244,Airbus A320,220,168,2744616,2486093
F0981,HYD-MAA,Hyderabad,Chennai,2026-01-15,144,Boeing 787,189,162,2375406,1871102
F0982,BLR-HYD,Bengaluru,Hyderabad,2026-10-09,82,ATR 72,72,45,501930,311720
F0983,DEL-BLR,Delhi,Bengaluru,2026-12-17,60,Boeing 737,220,140,1830640,1409548
F0984,MAA-BOM,Chennai,Mumbai,2026-01-19,234,Boeing 737,220,125,1245125,1009658
F0985,DEL-BLR,Delhi,Bengaluru,2026-03-05,252,Airbus A320,189,138,1393938,1326570
F0986,HYD-MAA,Hyderabad,Chennai,2026-01-25,101,ATR 72,72,64,511488,552235
F0987,DEL-DXB,Delhi,Dubai,2026-03-03,73,ATR 72,72,72,412056,337212
F0988,BLR-HYD,Bengaluru,Hyderabad,2026-03-15,75,Airbus A320,290,271,3743323,3362968
F0989,BOM-DEL,Mumbai,Delhi,2026-04-13,89,Airbus A320,220,197,1975713,1981502
F0990,MAA-BOM,Chennai,Mumbai,2026-12-26,82,Airbus A321,180,126,823914,777364
F0991,DEL-BLR,Delhi,Bengaluru,2026-04-05,272,Boeing 737,180,169,1650623,1303271
F0992,BOM-DEL,Mumbai,Delhi,2026-07-16,68,Airbus A321,180,131,706745,527318
F0993,HYD-MAA,Hyderabad,Chennai,2026-05-07,84,Boeing 787,220,186,1105956,1048781
F0994,DEL-BLR,Delhi,Bengaluru,2026-07-30,278,Boeing 737,180,108,663120,458625
F0995,BOM-DEL,Mumbai,Delhi,2026-12-15,219,Airbus A320,189,189,2060856,2227587
F0996,CCU-DEL,Kolkata,Delhi,2026-03-22,223,Airbus A321,189,128,958336,741118
F0997,DEL-DXB,Delhi,Dubai,2026-06-06,77,ATR 72,72,72,617400,471949
F0998,CCU-DEL,Kolkata,Delhi,2026-01-19,265,ATR 72,72,65,522665,517378
F0999,MAA-BOM,Chennai,Mumbai,2026-10-24,261,Boeing 787,189,94,1110892,1033167
F1000,BOM-DEL,Mumbai,Delhi,2026-01-13,63,Boeing 787,220,106,1857968,1286841
